county,fips,state_id,state_name,population,ppercentage
Los Angeles County,6037,CA,California,10081570,0.03041663
Cook County,17031,IL,Illinois,5198275,0.01568347
Harris County,48201,TX,Texas,4646630,0.014019128
Maricopa County,4013,AZ,Arizona,4328810,0.013060249
San Diego County,6073,CA,California,3316073,0.010004768
Orange County,6059,CA,California,3168044,0.009558156
Miami-Dade County,12086,FL,Florida,2699428,0.008144317
Dallas County,48113,TX,Texas,2606868,0.007865059
Kings County,36047,NY,New York,2589974,0.007814088
Riverside County,6065,CA,California,2411439,0.007275439
Queens County,36081,NY,New York,2287388,0.00690117
King County,53033,WA,Washington,2195502,0.006623946
Clark County,32003,NV,Nevada,2182004,0.006583221
San Bernardino County,6071,CA,California,2149031,0.00648374
Tarrant County,48439,TX,Texas,2049770,0.006184264
Bexar County,48029,TX,Texas,1952843,0.005891831
Santa Clara County,6085,CA,California,1927470,0.005815279
Broward County,12011,FL,Florida,1926205,0.005811462
Wayne County,26163,MI,Michigan,1757299,0.005301864
Alameda County,6001,CA,California,1656754,0.004998514
New York County,36061,NY,New York,1631993,0.004923809
Middlesex County,25017,MA,Massachusetts,1600842,0.004829825
Philadelphia County,42101,PA,Pennsylvania,1579075,0.004764153
Sacramento County,6067,CA,California,1524553,0.004599657
Suffolk County,36103,NY,New York,1483832,0.0044768
Palm Beach County,12099,FL,Florida,1465027,0.004420064
Bronx County,36005,NY,New York,1435068,0.004329676
Hillsborough County,12057,FL,Florida,1422278,0.004291088
Nassau County,36059,NY,New York,1356509,0.004092659
Orange County,12095,FL,Florida,1349746,0.004072255
Franklin County,39049,OH,Ohio,1290360,0.003893084
Oakland County,26125,MI,Michigan,1253185,0.003780925
Cuyahoga County,39035,OH,Ohio,1247451,0.003763626
Hennepin County,27053,MN,Minnesota,1245837,0.003758756
Travis County,48453,TX,Texas,1226805,0.003701336
Allegheny County,42003,PA,Pennsylvania,1221744,0.003686066
Fairfax County,51059,VA,Virginia,1145862,0.003457126
Contra Costa County,6013,CA,California,1142251,0.003446232
Salt Lake County,49035,UT,Utah,1133646,0.00342027
Mecklenburg County,37119,NC,North Carolina,1074475,0.003241748
Wake County,37183,NC,North Carolina,1069079,0.003225468
Montgomery County,24031,MD,Maryland,1043530,0.003148385
Fulton County,13121,GA,Georgia,1036200,0.00312627
Pima County,4019,AZ,Arizona,1027207,0.003099138
St. Louis County,29189,MO,Missouri,996919,0.003007757
Honolulu County,15003,HI,Hawaii,984821,0.002971257
Fresno County,6019,CA,California,984521,0.002970352
Collin County,48085,TX,Texas,973977,0.00293854
Westchester County,36119,NY,New York,968890,0.002923192
Pinellas County,12103,FL,Florida,964666,0.002910448
Marion County,18097,IN,Indiana,951869,0.002871839
Milwaukee County,55079,WI,Wisconsin,951226,0.002869899
Fairfield County,9001,CT,Connecticut,943926,0.002847875
Shelby County,47157,TN,Tennessee,936374,0.00282509
Duval County,12031,FL,Florida,936186,0.002824523
Bergen County,34003,NJ,New Jersey,930390,0.002807036
DuPage County,17043,IL,Illinois,929060,0.002803023
Erie County,36029,NY,New York,919355,0.002773743
Gwinnett County,13135,GA,Georgia,915046,0.002760742
Prince George's County,24033,MD,Maryland,908670,0.002741505
Hartford County,9003,CT,Connecticut,893561,0.002695921
Kern County,6029,CA,California,887641,0.00267806
Pierce County,53053,WA,Washington,877013,0.002645995
San Francisco County,6075,CA,California,874961,0.002639804
Macomb County,26099,MI,Michigan,870325,0.002625817
New Haven County,9009,CT,Connecticut,857513,0.002587162
Hidalgo County,48215,TX,Texas,855176,0.002580111
Ventura County,6111,CA,California,847263,0.002556237
El Paso County,48141,TX,Texas,836062,0.002522443
Denton County,48121,TX,Texas,833822,0.002515685
Baltimore County,24005,MD,Maryland,828018,0.002498174
Middlesex County,34023,NJ,New Jersey,825920,0.002491844
Worcester County,25027,MA,Massachusetts,824772,0.002488381
Montgomery County,42091,PA,Pennsylvania,823823,0.002485518
Hamilton County,39061,OH,Ohio,813589,0.002454641
Multnomah County,41051,OR,Oregon,804606,0.002427539
Snohomish County,53061,WA,Washington,798808,0.002410046
Suffolk County,25025,MA,Massachusetts,796605,0.002403399
Essex County,34013,NJ,New Jersey,795404,0.002399776
Oklahoma County,40109,OK,Oklahoma,787216,0.002375072
Essex County,25009,MA,Massachusetts,783676,0.002364392
San Mateo County,6081,CA,California,767423,0.002315356
Jefferson County,21111,KY,Kentucky,767419,0.002315344
Fort Bend County,48157,TX,Texas,765394,0.002309234
Cobb County,13067,GA,Georgia,751218,0.002266464
DeKalb County,13089,GA,Georgia,749323,0.002260747
Monroe County,36055,NY,New York,743341,0.002242699
San Joaquin County,6077,CA,California,742603,0.002240473
Lee County,12071,FL,Florida,737468,0.00222498
Denver County,8031,CO,Colorado,705576,0.00212876
Lake County,17097,IL,Illinois,701473,0.002116381
Norfolk County,25021,MA,Massachusetts,700437,0.002113255
El Paso County,8041,CO,Colorado,698974,0.002108842
Jackson County,29095,MO,Missouri,696216,0.00210052
District of Columbia,11001,DC,District of Columbia,692683,0.002089861
Will County,17197,IL,Illinois,689315,0.0020797
Davidson County,47037,TN,Tennessee,687488,0.002074188
Polk County,12105,FL,Florida,686218,0.002070356
Bernalillo County,35001,NM,New Mexico,677858,0.002045133
Hudson County,34017,NJ,New Jersey,670046,0.002021564
Jefferson County,1073,AL,Alabama,659680,0.001990289
Kent County,26081,MI,Michigan,648121,0.001955415
Tulsa County,40143,OK,Oklahoma,646419,0.00195028
Arapahoe County,8005,CO,Colorado,644560,0.001944672
Providence County,44007,RI,Rhode Island,635737,0.001918052
Bucks County,42017,PA,Pennsylvania,626806,0.001891107
Monmouth County,34025,NJ,New Jersey,621659,0.001875578
Baltimore City,24510,MD,Maryland,609032,0.001837482
Utah County,49049,UT,Utah,605490,0.001826795
Ocean County,34029,NJ,New Jersey,596415,0.001799416
Johnson County,20091,KS,Kansas,591506,0.001784605
Washington County,41067,OR,Oregon,589481,0.001778495
Brevard County,12009,FL,Florida,585507,0.001766506
Jefferson County,8059,CO,Colorado,574798,0.001734196
Montgomery County,48339,TX,Texas,571949,0.0017256
Anne Arundel County,24003,MD,Maryland,571275,0.001723567
Delaware County,42045,PA,Pennsylvania,564554,0.001703289
Bristol County,25005,MA,Massachusetts,561037,0.001692678
Douglas County,31055,NE,Nebraska,560617,0.001691411
New Castle County,10003,DE,Delaware,556165,0.001677979
Union County,34039,NJ,New Jersey,554033,0.001671547
Williamson County,48491,TX,Texas,547604,0.00165215
Ramsey County,27123,MN,Minnesota,544442,0.00164261
Stanislaus County,6099,CA,California,543194,0.001638845
Summit County,39153,OH,Ohio,541334,0.001633233
Lancaster County,42071,PA,Pennsylvania,540999,0.001632223
Volusia County,12127,FL,Florida,536487,0.00161861
Dane County,55025,WI,Wisconsin,536078,0.001617376
Montgomery County,39113,OH,Ohio,531670,0.001604076
Kane County,17089,IL,Illinois,531376,0.001603189
Guilford County,37081,NC,North Carolina,527868,0.001592606
Pasco County,12101,FL,Florida,524602,0.001582752
Chester County,42029,PA,Pennsylvania,519560,0.00156754
Plymouth County,25023,MA,Massachusetts,515303,0.001554696
Sedgwick County,20173,KS,Kansas,513375,0.00154888
Greenville County,45045,SC,South Carolina,507003,0.001529655
Camden County,34007,NJ,New Jersey,506738,0.001528855
Spokane County,53063,WA,Washington,505505,0.001525135
Adams County,8001,CO,Colorado,504108,0.00152092
Passaic County,34031,NJ,New Jersey,503637,0.001519499
Sonoma County,6097,CA,California,499772,0.001507839
Morris County,34027,NJ,New Jersey,493379,0.001488551
Lake County,18089,IN,Indiana,485707,0.001465404
Polk County,19153,IA,Iowa,479612,0.001447015
Richmond County,36085,NY,New York,474893,0.001432777
Clark County,53011,WA,Washington,473252,0.001427826
Hampden County,25013,MA,Massachusetts,467871,0.001411592
Onondaga County,36067,NY,New York,462872,0.001396509
Tulare County,6107,CA,California,461898,0.001393571
Prince William County,51153,VA,Virginia,461423,0.001392138
Seminole County,12117,FL,Florida,461402,0.001392074
Knox County,47093,TN,Tennessee,461104,0.001391175
Washoe County,32031,NV,Nevada,456936,0.0013786
Ada County,16001,ID,Idaho,456849,0.001378338
Virginia Beach City,51810,VA,Virginia,450201,0.00135828
Burlington County,34005,NJ,New Jersey,445702,0.001344706
York County,42133,PA,Pennsylvania,445565,0.001344293
Santa Barbara County,6083,CA,California,444829,0.001342073
East Baton Rouge Parish,22033,LA,Louisiana,443763,0.001338856
Solano County,6095,CA,California,441829,0.001333021
Jefferson Parish,22051,LA,Louisiana,434850,0.001311965
Monterey County,6053,CA,California,433410,0.001307621
Pinal County,4021,AZ,Arizona,432793,0.001305759
Lucas County,39095,OH,Ohio,431102,0.001300658
Cameron County,48061,TX,Texas,421666,0.001272189
Dakota County,27037,MN,Minnesota,421453,0.001271546
Sarasota County,12115,FL,Florida,419496,0.001265642
Berks County,42011,PA,Pennsylvania,418025,0.001261204
Mobile County,1097,AL,Alabama,414114,0.001249404
Hillsborough County,33011,NH,New Hampshire,413035,0.001246148
Richland County,45079,SC,South Carolina,411357,0.001241086
Clackamas County,41005,OR,Oregon,410463,0.001238389
Genesee County,26049,MI,Michigan,407875,0.00123058
Charleston County,45019,SC,South Carolina,401165,0.001210336
Waukesha County,55133,WI,Wisconsin,400475,0.001208254
Loudoun County,51107,VA,Virginia,395134,0.00119214
St. Charles County,29183,MO,Missouri,394290,0.001189594
Pulaski County,5119,AR,Arkansas,392967,0.001185602
Orleans Parish,22071,LA,Louisiana,390845,0.0011792
Placer County,6061,CA,California,385512,0.00116311
Manatee County,12081,FL,Florida,384213,0.001159191
Orange County,36071,NY,New York,380085,0.001146737
Butler County,39017,OH,Ohio,380019,0.001146537
Forsyth County,37067,NC,North Carolina,375195,0.001131983
Lane County,41039,OR,Oregon,373340,0.001126387
Allen County,18003,IN,Indiana,372575,0.001124078
Stark County,39151,OH,Ohio,372404,0.001123563
Collier County,12021,FL,Florida,371453,0.001120693
Mercer County,34021,NJ,New Jersey,367922,0.00111004
Washtenaw County,26161,MI,Michigan,367000,0.001107258
Lehigh County,42077,PA,Pennsylvania,365052,0.001101381
Madison County,1089,AL,Alabama,362276,0.001093006
Nueces County,48355,TX,Texas,361540,0.001090785
Hamilton County,47065,TN,Tennessee,360919,0.001088912
Brazoria County,48039,TX,Texas,360677,0.001088182
Marion County,12083,FL,Florida,353526,0.001066607
Westmoreland County,42129,PA,Pennsylvania,352590,0.001063783
Osceola County,12097,FL,Florida,351955,0.001061867
Anoka County,27003,MN,Minnesota,350253,0.001056732
Bell County,48027,TX,Texas,348574,0.001051666
Lake County,12069,FL,Florida,345867,0.001043499
Davis County,49011,UT,Utah,345767,0.001043197
Larimer County,8069,CO,Colorado,344786,0.001040238
Chesterfield County,51041,VA,Virginia,343551,0.001036512
Marion County,41047,OR,Oregon,339641,0.001024715
Douglas County,8035,CO,Colorado,336041,0.001013853
Galveston County,48167,TX,Texas,332885,0.001004332
Cumberland County,37051,NC,North Carolina,332861,0.001004259
Horry County,45051,SC,South Carolina,332172,0.00100218
Somerset County,34035,NJ,New Jersey,329838,0.000995139
Henrico County,51087,VA,Virginia,327535,0.00098819
Rockland County,36087,NY,New York,324422,0.000978798
Hamilton County,18057,IN,Indiana,323117,0.000974861
Boulder County,8013,CO,Colorado,322510,0.00097303
Fayette County,21067,KY,Kentucky,320601,0.00096727
Howard County,24027,MD,Maryland,318855,0.000962002
Luzerne County,42079,PA,Pennsylvania,317663,0.000958406
Rutherford County,47149,TN,Tennessee,315815,0.000952831
Escambia County,12033,FL,Florida,313491,0.000945819
Lancaster County,31109,NE,Nebraska,313158,0.000944814
St. Lucie County,12111,FL,Florida,312947,0.000944178
Durham County,37063,NC,North Carolina,311848,0.000940862
St. Louis City,29510,MO,Missouri,308174,0.000929777
McHenry County,17111,IL,Illinois,307714,0.000928389
Lorain County,39093,OH,Ohio,307670,0.000928257
Spartanburg County,45083,SC,South Carolina,307617,0.000928097
Albany County,36001,NY,New York,306968,0.000926139
Rockingham County,33015,NH,New Hampshire,306359,0.000924301
Weld County,8123,CO,Colorado,305345,0.000921242
Lubbock County,48303,TX,Texas,304808,0.000919622
Northampton County,42095,PA,Pennsylvania,302809,0.000913591
Dutchess County,36027,NY,New York,293754,0.000886271
Anchorage Municipality,2020,AK,Alaska,293531,0.000885599
Cumberland County,23005,ME,Maine,292307,0.000881906
Gloucester County,34015,NJ,New Jersey,291165,0.00087846
Ingham County,26065,MI,Michigan,290587,0.000876716
Lexington County,45063,SC,South Carolina,290278,0.000875784
Leon County,12073,FL,Florida,289770,0.000874251
Greene County,29077,MO,Missouri,289756,0.000874209
Chatham County,13051,GA,Georgia,288496,0.000870408
Ottawa County,26139,MI,Michigan,286558,0.000864561
Winnebago County,17201,IL,Illinois,284819,0.000859314
Clayton County,13063,GA,Georgia,283538,0.000855449
San Luis Obispo County,6079,CA,California,282165,0.000851307
Thurston County,53067,WA,Washington,279711,0.000843903
Cleveland County,40027,OK,Oklahoma,279274,0.000842584
Dauphin County,42043,PA,Pennsylvania,275632,0.000831596
Santa Cruz County,6087,CA,California,273962,0.000826558
Erie County,42049,PA,Pennsylvania,273835,0.000826175
Webb County,48479,TX,Texas,273526,0.000825242
Merced County,6047,CA,California,271382,0.000818774
St. Joseph County,18141,IN,Indiana,270216,0.000815256
New London County,9011,CT,Connecticut,267390,0.00080673
Atlantic County,34001,NJ,New Jersey,266105,0.000802853
Kitsap County,53035,WA,Washington,265882,0.00080218
York County,45091,SC,South Carolina,265872,0.00080215
Benton County,5007,AR,Arkansas,265759,0.000801809
Alachua County,12001,FL,Florida,265443,0.000800856
Madison County,17119,IL,Illinois,264776,0.000798843
Kalamazoo County,26077,MI,Michigan,262745,0.000792716
St. Clair County,17163,IL,Illinois,262338,0.000791488
Brown County,55009,WI,Wisconsin,261368,0.000788561
Marin County,6041,CA,California,259943,0.000784262
Buncombe County,37021,NC,North Carolina,256886,0.000775039
Washington County,27163,MN,Minnesota,255938,0.000772178
St. Tammany Parish,22103,LA,Louisiana,255155,0.000769816
Jefferson County,48245,TX,Texas,254340,0.000767357
Harford County,24025,MD,Maryland,252222,0.000760967
Weber County,49057,UT,Utah,251498,0.000758783
Frederick County,24021,MD,Maryland,251422,0.000758553
McLennan County,48309,TX,Texas,251089,0.000757549
Yakima County,53077,WA,Washington,249697,0.000753349
Cumberland County,42041,PA,Pennsylvania,249328,0.000752236
Cherokee County,13057,GA,Georgia,247515,0.000746766
Caddo Parish,22017,LA,Louisiana,245831,0.000741685
St. Johns County,12109,FL,Florida,244674,0.000738194
Norfolk City,51710,VA,Virginia,244601,0.000737974
Clay County,29047,MO,Missouri,242516,0.000731684
Lafayette Parish,22055,LA,Louisiana,241973,0.000730045
Chesapeake City,51550,VA,Virginia,239982,0.000724038
Hinds County,28049,MS,Mississippi,238797,0.000720463
Arlington County,51013,VA,Virginia,233464,0.000704373
Washington County,5143,AR,Arkansas,232289,0.000700828
Union County,37179,NC,North Carolina,231053,0.000697099
Mahoning County,39099,OH,Ohio,229961,0.000693804
Oneida County,36065,NY,New York,229959,0.000693798
Lake County,39085,OH,Ohio,229954,0.000693783
Warren County,39165,OH,Ohio,229132,0.000691303
Saratoga County,36091,NY,New York,228502,0.000689403
Forsyth County,13117,GA,Georgia,228383,0.000689044
Yavapai County,4025,AZ,Arizona,228067,0.00068809
New Hanover County,37129,NC,North Carolina,227938,0.000687701
Smith County,48423,TX,Texas,227449,0.000686226
Montgomery County,1101,AL,Alabama,226941,0.000684693
Richmond City,51760,VA,Virginia,226622,0.000683731
Butte County,6007,CA,California,225817,0.000681302
Williamson County,47187,TN,Tennessee,225389,0.000680011
Henry County,13151,GA,Georgia,225356,0.000679911
Sussex County,10005,DE,Delaware,224384,0.000676978
Jefferson County,29099,MO,Missouri,223951,0.000675672
Linn County,19113,IA,Iowa,223861,0.0006754
Brazos County,48041,TX,Texas,222981,0.000672745
Whatcom County,53073,WA,Washington,220821,0.000666229
Gaston County,37071,NC,North Carolina,219271,0.000661552
Canyon County,16027,ID,Idaho,217633,0.00065661
Yolo County,6113,CA,California,217352,0.000655762
Jackson County,41029,OR,Oregon,216574,0.000653415
Doña Ana County,35013,NM,New Mexico,216069,0.000651892
Berkeley County,45015,SC,South Carolina,215044,0.000648799
Barnstable County,25001,MA,Massachusetts,213496,0.000644129
Shelby County,1117,AL,Alabama,213432,0.000643936
Hays County,48209,TX,Texas,213366,0.000643736
Baldwin County,1003,AL,Alabama,212830,0.000642119
Clay County,12019,FL,Florida,211405,0.00063782
Niagara County,36063,NY,New York,210820,0.000636055
Lackawanna County,42069,PA,Pennsylvania,210652,0.000635548
Champaign County,17019,IL,Illinois,209922,0.000633346
Yuma County,4027,AZ,Arizona,209468,0.000631976
Mohave County,4015,AZ,Arizona,207695,0.000626627
Tuscaloosa County,1125,AL,Alabama,207305,0.00062545
Washington County,42125,PA,Pennsylvania,207212,0.00062517
Cabarrus County,37025,NC,North Carolina,206615,0.000623368
Elkhart County,18039,IN,Indiana,204558,0.000617162
Harrison County,28047,MS,Mississippi,204502,0.000616993
York County,23031,ME,Maine,204316,0.000616432
Clermont County,39025,OH,Ohio,204275,0.000616308
Okaloosa County,12091,FL,Florida,203794,0.000614857
Richmond County,13245,GA,Georgia,201852,0.000608998
Calcasieu Parish,22019,LA,Louisiana,201619,0.000608295
Delaware County,39041,OH,Ohio,201135,0.000606835
Trumbull County,39155,OH,Ohio,200367,0.000604518
Montgomery County,47125,TN,Tennessee,200180,0.000603954
St. Louis County,27137,MN,Minnesota,199759,0.000602683
Hawaii County,15001,HI,Hawaii,199459,0.000601778
Hall County,13139,GA,Georgia,198667,0.000599389
Anderson County,45007,SC,South Carolina,198064,0.00059757
Benton County,53005,WA,Washington,197518,0.000595922
Johnston County,37101,NC,North Carolina,196870,0.000593967
Sangamon County,17167,IL,Illinois,196861,0.00059394
Muscogee County,13215,GA,Georgia,195739,0.000590555
Racine County,55101,WI,Wisconsin,195602,0.000590142
Onslow County,37133,NC,North Carolina,195069,0.000588533
Broome County,36007,NY,New York,193188,0.000582858
Saginaw County,26145,MI,Michigan,191821,0.000578734
Tippecanoe County,18157,IN,Indiana,191553,0.000577926
Livingston County,26093,MI,Michigan,189754,0.000572498
Minnehaha County,46099,SD,South Dakota,188674,0.000569239
El Dorado County,6017,CA,California,188563,0.000568905
Butler County,42019,PA,Pennsylvania,186899,0.000563884
Hernando County,12053,FL,Florida,186313,0.000562116
Deschutes County,41017,OR,Oregon,186251,0.000561929
Beaufort County,45013,SC,South Carolina,186095,0.000561458
Outagamie County,55087,WI,Wisconsin,185700,0.000560267
Sumner County,47165,TN,Tennessee,183437,0.000553439
Kanawha County,54039,WV,West Virginia,183279,0.000552962
Peoria County,17143,IL,Illinois,182770,0.000551427
Bay County,12005,FL,Florida,182161,0.000549589
Litchfield County,9005,CT,Connecticut,182002,0.00054911
Vanderburgh County,18163,IN,Indiana,181291,0.000546965
Sarpy County,31153,NE,Nebraska,181232,0.000546787
Charlotte County,12015,FL,Florida,181067,0.000546289
Imperial County,6025,CA,California,180701,0.000545184
Newport News City,51700,VA,Virginia,179673,0.000542083
Shasta County,6089,CA,California,179212,0.000540692
DeSoto County,28033,MS,Mississippi,178975,0.000539977
Ulster County,36111,NY,New York,178665,0.000539042
Pitt County,37147,NC,North Carolina,178433,0.000538342
Medina County,39103,OH,Ohio,177980,0.000536975
Shawnee County,20177,KS,Kansas,177852,0.000536589
Boone County,29019,MO,Missouri,177651,0.000535982
Cass County,38017,ND,North Dakota,176975,0.000533943
Kent County,10001,DE,Delaware,176699,0.00053311
Iredell County,37097,NC,North Carolina,175538,0.000529607
Santa Rosa County,12113,FL,Florida,174755,0.000527245
Ellis County,48139,TX,Texas,173772,0.000524279
Licking County,39089,OH,Ohio,173750,0.000524213
Muskegon County,26121,MI,Michigan,173297,0.000522846
McLean County,17113,IL,Illinois,172578,0.000520677
Scott County,19163,IA,Iowa,172446,0.000520279
Winnebago County,55139,WI,Wisconsin,170411,0.000514139
Porter County,18127,IN,Indiana,168636,0.000508784
Kenosha County,55059,WI,Wisconsin,168524,0.000508446
Aiken County,45003,SC,South Carolina,168301,0.000507773
Midland County,48329,TX,Texas,168167,0.000507369
Monroe County,42089,PA,Pennsylvania,168032,0.000506961
Carroll County,24013,MD,Maryland,167699,0.000505957
Johnson County,48251,TX,Texas,167212,0.000504487
Greene County,39057,OH,Ohio,166502,0.000502345
Pueblo County,8101,CO,Colorado,165982,0.000500776
Maui County,15009,HI,Hawaii,165979,0.000500767
Beaver County,42007,PA,Pennsylvania,165833,0.000500327
Washington County,49053,UT,Utah,165811,0.000500261
Kenton County,21117,KY,Kentucky,165668,0.000499829
Davidson County,37057,NC,North Carolina,165381,0.000498963
Wyandotte County,20209,KS,Kansas,164861,0.000497394
Kent County,44003,RI,Rhode Island,163869,0.000494401
Hendricks County,18063,IN,Indiana,163799,0.00049419
Alamance County,37001,NC,North Carolina,163324,0.000492757
Middlesex County,9007,CT,Connecticut,163053,0.00049194
Chittenden County,50007,VT,Vermont,162646,0.000490712
Portage County,39133,OH,Ohio,162511,0.000490304
Rock County,55105,WI,Wisconsin,162152,0.000489221
Centre County,42027,PA,Pennsylvania,161960,0.000488642
Lee County,1081,AL,Alabama,161152,0.000486204
Hampshire County,25015,MA,Massachusetts,161032,0.000485842
Ector County,48135,TX,Texas,160579,0.000484475
Paulding County,13223,GA,Georgia,159825,0.0004822
Charles County,24017,MD,Maryland,159428,0.000481003
St. Clair County,26147,MI,Michigan,159247,0.000480457
Rensselaer County,36083,NY,New York,159185,0.00048027
Martin County,12085,FL,Florida,159065,0.000479908
Yellowstone County,30111,MT,Montana,159008,0.000479736
Guadalupe County,48187,TX,Texas,158966,0.000479609
Jackson County,26075,MI,Michigan,158636,0.000478613
Stearns County,27145,MN,Minnesota,158452,0.000478058
Dorchester County,45035,SC,South Carolina,158299,0.000477596
Alexandria City,51510,VA,Virginia,157613,0.000475527
Catawba County,37035,NC,North Carolina,157613,0.000475527
Kootenai County,16055,ID,Idaho,157322,0.000474649
Sullivan County,47163,TN,Tennessee,157050,0.000473828
Ouachita Parish,22073,LA,Louisiana,155494,0.000469134
Madera County,6039,CA,California,155433,0.00046895
Schenectady County,36093,NY,New York,154859,0.000467218
Olmsted County,27109,MN,Minnesota,154809,0.000467067
Fairfield County,39045,OH,Ohio,154457,0.000466005
Franklin County,42055,PA,Pennsylvania,154147,0.00046507
Berrien County,26021,MI,Michigan,154133,0.000465027
Indian River County,12061,FL,Florida,153989,0.000464593
Johnson County,18081,IN,Indiana,153716,0.000463769
Houston County,13153,GA,Georgia,153507,0.000463139
Bibb County,13021,GA,Georgia,153200,0.000462212
Rankin County,28121,MS,Mississippi,152677,0.000460635
Cumberland County,34011,NJ,New Jersey,151906,0.000458308
Penobscot County,23019,ME,Maine,151774,0.00045791
Mesa County,8077,CO,Colorado,151218,0.000456233
Tolland County,9013,CT,Connecticut,151063,0.000455765
Columbia County,13073,GA,Georgia,150705,0.000454685
Kings County,6031,CA,California,150691,0.000454643
Washington County,24043,MD,Maryland,150109,0.000452887
Merrimack County,33013,NH,New Hampshire,149917,0.000452308
Monroe County,26115,MI,Michigan,149727,0.000451734
Santa Fe County,35049,NM,New Mexico,149293,0.000450425
Johnson County,19103,IA,Iowa,148577,0.000448265
Stafford County,51179,VA,Virginia,146773,0.000442822
Monroe County,18105,IN,Indiana,146461,0.000441881
Scott County,27139,MN,Minnesota,145275,0.000438302
Citrus County,12017,FL,Florida,145169,0.000437983
Orange County,37135,NC,North Carolina,144836,0.000436978
Rock Island County,17161,IL,Illinois,143873,0.000434072
Douglas County,13097,GA,Georgia,143316,0.000432392
Coweta County,13077,GA,Georgia,143260,0.000432223
Randolph County,37151,NC,North Carolina,143118,0.000431795
Sandoval County,35043,NM,New Mexico,142704,0.000430546
Schuylkill County,42107,PA,Pennsylvania,142674,0.000430455
Jackson County,28059,MS,Mississippi,142376,0.000429556
Comal County,48091,TX,Texas,141642,0.000427341
Sussex County,34037,NJ,New Jersey,141483,0.000426862
Coconino County,4005,AZ,Arizona,141274,0.000426231
Canadian County,40017,OK,Oklahoma,140455,0.00042376
Rowan County,37159,NC,North Carolina,140296,0.00042328
Lebanon County,42075,PA,Pennsylvania,139729,0.00042157
Napa County,6055,CA,California,139623,0.00042125
Livingston Parish,22063,LA,Louisiana,138928,0.000419153
Florence County,45041,SC,South Carolina,138475,0.000417786
Taylor County,48441,TX,Texas,136870,0.000412944
Wilson County,47189,TN,Tennessee,136666,0.000412329
Humboldt County,6023,CA,California,135940,0.000410138
Marathon County,55073,WI,Wisconsin,135396,0.000408497
Hampton City,51650,VA,Virginia,135041,0.000407426
Washington County,55131,WI,Wisconsin,134925,0.000407076
Clark County,39023,OH,Ohio,134726,0.000406475
Wright County,27171,MN,Minnesota,134438,0.000405607
Calhoun County,26025,MI,Michigan,134212,0.000404925
Randall County,48381,TX,Texas,134026,0.000404364
Parker County,48367,TX,Texas,133811,0.000403715
Tazewell County,17179,IL,Illinois,133195,0.000401856
Cambria County,42021,PA,Pennsylvania,133009,0.000401295
Spotsylvania County,51177,VA,Virginia,132833,0.000400764
Robeson County,37155,NC,North Carolina,132596,0.000400049
Black Hawk County,19013,IA,Iowa,132393,0.000399437
Harnett County,37085,NC,North Carolina,132283,0.000399105
Tangipahoa Parish,22105,LA,Louisiana,132057,0.000398423
Brunswick County,37019,NC,North Carolina,131815,0.000397693
Wichita County,48485,TX,Texas,131596,0.000397032
Fayette County,42051,PA,Pennsylvania,131302,0.000396145
Grayson County,48181,TX,Texas,131014,0.000395276
Rapides Parish,22079,LA,Louisiana,130970,0.000395143
Boone County,21015,KY,Kentucky,130820,0.000394691
Wood County,39173,OH,Ohio,130150,0.000392669
Blount County,47009,TN,Tennessee,129927,0.000391997
Madison County,18095,IN,Indiana,129455,0.000390573
Strafford County,33017,NH,New Hampshire,129124,0.000389574
Warren County,21227,KY,Kentucky,128652,0.00038815
Chautauqua County,36013,NY,New York,128496,0.000387679
Washington County,47179,TN,Tennessee,127805,0.000385594
Sebastian County,5131,AR,Arkansas,127591,0.000384949
San Juan County,35045,NM,New Mexico,126515,0.000381702
Bossier Parish,22015,LA,Louisiana,126499,0.000381654
Berkshire County,25003,MA,Massachusetts,126425,0.000381431
Clarke County,13059,GA,Georgia,126176,0.00038068
Washington County,44009,RI,Rhode Island,126060,0.00038033
Kendall County,17093,IL,Illinois,126054,0.000380312
Cochise County,4003,AZ,Arizona,125867,0.000379747
Skagit County,53057,WA,Washington,125612,0.000378978
Linn County,41043,OR,Oregon,125048,0.000377276
Sumter County,12119,FL,Florida,125044,0.000377264
Hunterdon County,34019,NJ,New Jersey,124823,0.000376598
Cache County,49005,UT,Utah,124165,0.000374612
Pickens County,45077,SC,South Carolina,124029,0.000374202
Kaufman County,48257,TX,Texas,123804,0.000373523
Faulkner County,5045,AR,Arkansas,123624,0.00037298
Wayne County,37191,NC,North Carolina,123603,0.000372917
Gregg County,48183,TX,Texas,123443,0.000372434
Blair County,42013,PA,Pennsylvania,123157,0.000371571
Ascension Parish,22005,LA,Louisiana,123114,0.000371441
Comanche County,40031,OK,Oklahoma,121762,0.000367362
Kennebec County,23011,ME,Maine,121753,0.000367335
Richland County,39139,OH,Ohio,121100,0.000365365
Douglas County,20045,KS,Kansas,120290,0.000362921
Jasper County,29097,MO,Missouri,119920,0.000361805
Potter County,48375,TX,Texas,119674,0.000361063
Saline County,5125,AR,Arkansas,119415,0.000360281
Morgan County,1103,AL,Alabama,119213,0.000359672
Oswego County,36075,NY,New York,118339,0.000357035
Tom Green County,48451,TX,Texas,117986,0.00035597
La Crosse County,55063,WI,Wisconsin,117894,0.000355692
Missoula County,30063,MT,Montana,117309,0.000353927
Carroll County,13045,GA,Georgia,117183,0.000353547
